Vardas                Pavarde               ND1       ND2       ND3       ND4        Egzaminas
Vardenis8114          Pavardenis8114        1         8         5         4         4          
Vardenis8115          Pavardenis8115        7         9         6         10        7          
Vardenis8116          Pavardenis8116        2         6         4         9         4          
Vardenis8117          Pavardenis8117        9         7         10        6         1          
Vardenis8118          Pavardenis8118        3         2         1         5         4          
Vardenis8119          Pavardenis8119        3         1         4         1         3          
Vardenis8120          Pavardenis8120        10        10        1         6         10         
Vardenis8121          Pavardenis8121        4         5         2         1         4          
Vardenis8122          Pavardenis8122        2         8         10        7         1          
Vardenis8123          Pavardenis8123        5         10        7         10        7          
Vardenis8124          Pavardenis8124        6         6         8         9         3          
Vardenis8125          Pavardenis8125        7         6         10        8         6          
Vardenis8126          Pavardenis8126        6         3         7         6         10         
Vardenis8127          Pavardenis8127        1         6         7         3         5          
Vardenis8128          Pavardenis8128        4         4         2         1         8          
Vardenis8129          Pavardenis8129        7         8         2         1         7          
Vardenis8130          Pavardenis8130        8         6         1         9         10         
Vardenis8131          Pavardenis8131        9         1         5         6         3          
Vardenis8132          Pavardenis8132        6         2         9         5         7          
Vardenis8133          Pavardenis8133        7         4         5         5         6          
Vardenis8134          Pavardenis8134        7         2         9         9         9          
Vardenis8135          Pavardenis8135        9         10        1         7         4          
Vardenis8136          Pavardenis8136        4         3         3         3         6          
Vardenis8137          Pavardenis8137        1         3         7         1         3          
Vardenis8138          Pavardenis8138        7         8         7         8         10         
Vardenis8139          Pavardenis8139        10        3         1         1         10         
Vardenis8140          Pavardenis8140        8         5         9         2         10         
Vardenis8141          Pavardenis8141        4         9         6         3         1          
Vardenis8142          Pavardenis8142        3         3         2         9         4          
Vardenis8143          Pavardenis8143        9         1         10        10        6          
Vardenis8144          Pavardenis8144        3         10        5         7         4          
Vardenis8145          Pavardenis8145        3         10        8         5         2          
Vardenis8146          Pavardenis8146        6         8         1         9         1          
Vardenis8147          Pavardenis8147        7         5         7         1         4          
Vardenis8148          Pavardenis8148        4         2         8         10        3          
Vardenis8149          Pavardenis8149        6         4         10        5         9          
Vardenis8150          Pavardenis8150        4         5         2         2         7          
Vardenis8151          Pavardenis8151        5         1         10        6         8          
Vardenis8152          Pavardenis8152        7         8         3         8         8          
Vardenis8153          Pavardenis8153        5         8         3         8         2          
Vardenis8154          Pavardenis8154        2         10        6         10        3          
Vardenis8155          Pavardenis8155        1         6         9         10        4          
Vardenis8156          Pavardenis8156        9         4         7         3         3          
Vardenis8157          Pavardenis8157        5         4         2         3         1          
Vardenis8158          Pavardenis8158        9         10        7         8         1          
Vardenis8159          Pavardenis8159        3         2         1         3         4          
Vardenis8160          Pavardenis8160        5         1         5         8         1          
Vardenis8161          Pavardenis8161        8         6         10        7         7          
Vardenis8162          Pavardenis8162        4         7         1         8         4          
Vardenis8163          Pavardenis8163        6         10        6         5         1          
Vardenis8164          Pavardenis8164        7         1         4         6         8          
Vardenis8165          Pavardenis8165        5         2         7         4         8          
Vardenis8166          Pavardenis8166        5         2         6         9         4          
Vardenis8167          Pavardenis8167        9         6         2         6         3          
Vardenis8168          Pavardenis8168        10        9         1         10        7          
Vardenis8169          Pavardenis8169        1         7         9         1         5          
Vardenis8170          Pavardenis8170        5         5         9         8         9          
Vardenis8171          Pavardenis8171        3         10        8         8         4          
Vardenis8172          Pavardenis8172        10        5         2         2         9          
Vardenis8173          Pavardenis8173        9         1         2         2         4          
Vardenis8174          Pavardenis8174        5         1         4         9         9          
Vardenis8175          Pavardenis8175        3         7         7         2         8          
Vardenis8176          Pavardenis8176        7         8         3         10        5          
Vardenis8177          Pavardenis8177        1         3         6         7         9          
Vardenis8178          Pavardenis8178        1         10        10        4         5          
Vardenis8179          Pavardenis8179        7         1         10        4         10         
Vardenis8180          Pavardenis8180        4         3         3         4         7          
Vardenis8181          Pavardenis8181        10        9         2         5         4          
Vardenis8182          Pavardenis8182        7         3         10        6         2          
Vardenis8183          Pavardenis8183        5         4         6         4         3          
Vardenis8184          Pavardenis8184        1         3         10        10        3          
Vardenis8185          Pavardenis8185        6         6         2         9         1          
Vardenis8186          Pavardenis8186        2         2         9         8         1          
Vardenis8187          Pavardenis8187        8         3         8         7         4          
Vardenis8188          Pavardenis8188        8         3         10        10        7          
Vardenis8189          Pavardenis8189        10        10        3         3         9          
Vardenis8190          Pavardenis8190        3         7         9         3         7          
Vardenis8191          Pavardenis8191        3         4         8         3         2          
Vardenis8192          Pavardenis8192        8         10        3         1         6          
Vardenis8193          Pavardenis8193        10        1         3         8         7          
Vardenis8194          Pavardenis8194        6         9         3         2         9          
Vardenis8195          Pavardenis8195        4         2         2         9         2          
Vardenis8196          Pavardenis8196        7         10        6         8         8          
Vardenis8197          Pavardenis8197        4         8         3         4         9          
Vardenis8198          Pavardenis8198        9         5         1         2         4          
Vardenis8199          Pavardenis8199        6         1         2         7         2          
Vardenis8200          Pavardenis8200        10        4         3         2         8          
Vardenis8201          Pavardenis8201        8         1         3         8         2          
Vardenis8202          Pavardenis8202        6         2         6         10        2          
Vardenis8203          Pavardenis8203        1         6         9         7         8          
Vardenis8204          Pavardenis8204        5         8         1         4         7          
Vardenis8205          Pavardenis8205        7         4         7         5         4          
Vardenis8206          Pavardenis8206        4         10        3         3         4          
Vardenis8207          Pavardenis8207        4         3         1         1         3          
Vardenis8208          Pavardenis8208        5         4         7         4         9          
Vardenis8209          Pavardenis8209        3         10        7         9         3          
Vardenis8210          Pavardenis8210        4         10        8         1         10         
Vardenis8211          Pavardenis8211        4         6         10        3         7          
Vardenis8212          Pavardenis8212        10        4         6         7         10         
Vardenis8213          Pavardenis8213        4         5         2         8         7          
Vardenis8214          Pavardenis8214        4         3         6         1         4          
Vardenis8215          Pavardenis8215        7         5         4         4         7          
Vardenis8216          Pavardenis8216        10        5         9         1         4          
Vardenis8217          Pavardenis8217        6         9         4         6         5          
Vardenis8218          Pavardenis8218        6         1         8         1         7          
Vardenis8219          Pavardenis8219        3         7         7         7         5          
Vardenis8220          Pavardenis8220        10        9         6         4         6          
Vardenis8221          Pavardenis8221        5         8         3         4         5          
Vardenis8222          Pavardenis8222        9         1         8         3         10         
Vardenis8223          Pavardenis8223        8         7         9         9         3          
Vardenis8224          Pavardenis8224        10        4         3         5         5          
Vardenis8225          Pavardenis8225        2         3         9         7         6          
Vardenis8226          Pavardenis8226        4         2         3         5         5          
Vardenis8227          Pavardenis8227        3         5         5         6         10         
Vardenis8228          Pavardenis8228        5         6         5         7         7          
Vardenis8229          Pavardenis8229        1         9         4         1         4          
Vardenis8230          Pavardenis8230        10        2         1         4         5          
Vardenis8231          Pavardenis8231        3         4         1         8         6          
Vardenis8232          Pavardenis8232        4         5         1         4         8          
Vardenis8233          Pavardenis8233        2         8         7         9         1          
Vardenis8234          Pavardenis8234        8         8         9         3         6          
Vardenis8235          Pavardenis8235        7         8         10        1         6          
Vardenis8236          Pavardenis8236        9         5         9         2         10         
Vardenis8237          Pavardenis8237        6         9         7         5         3          
Vardenis8238          Pavardenis8238        4         9         4         4         1          
Vardenis8239          Pavardenis8239        3         6         8         1         8          
Vardenis8240          Pavardenis8240        3         8         8         6         6          
Vardenis8241          Pavardenis8241        9         8         8         10        4          
Vardenis8242          Pavardenis8242        3         10        8         4         9          
Vardenis8243          Pavardenis8243        1         2         9         8         8          
Vardenis8244          Pavardenis8244        6         6         10        1         4          
Vardenis8245          Pavardenis8245        9         6         2         3         3          
Vardenis8246          Pavardenis8246        6         6         7         1         10         
Vardenis8247          Pavardenis8247        8         5         9         7         8          
Vardenis8248          Pavardenis8248        1         10        7         5         6          
Vardenis8249          Pavardenis8249        7         10        8         9         8          
Vardenis8250          Pavardenis8250        8         10        8         3         4          
Vardenis8251          Pavardenis8251        8         9         4         5         8          
Vardenis8252          Pavardenis8252        2         2         2         9         6          
Vardenis8253          Pavardenis8253        2         3         9         10        10         
Vardenis8254          Pavardenis8254        5         4         3         10        9          
Vardenis8255          Pavardenis8255        5         5         1         7         7          
Vardenis8256          Pavardenis8256        1         7         2         3         2          
Vardenis8257          Pavardenis8257        7         5         6         7         2          
Vardenis8258          Pavardenis8258        6         9         6         2         10         
Vardenis8259          Pavardenis8259        8         2         8         10        6          
Vardenis8260          Pavardenis8260        7         5         6         5         8          
Vardenis8261          Pavardenis8261        3         2         3         3         3          
Vardenis8262          Pavardenis8262        9         4         2         10        9          
Vardenis8263          Pavardenis8263        6         9         8         7         7          
Vardenis8264          Pavardenis8264        5         5         1         3         4          
Vardenis8265          Pavardenis8265        10        7         1         1         5          
Vardenis8266          Pavardenis8266        8         10        10        5         9          
Vardenis8267          Pavardenis8267        9         5         7         4         6          
Vardenis8268          Pavardenis8268        4         3         8         6         4          
Vardenis8269          Pavardenis8269        7         9         9         10        3          
Vardenis8270          Pavardenis8270        6         4         7         5         4          
Vardenis8271          Pavardenis8271        2         4         3         9         9          
Vardenis8272          Pavardenis8272        9         10        4         1         5          
Vardenis8273          Pavardenis8273        4         4         2         10        1          
Vardenis8274          Pavardenis8274        10        1         4         7         2          
Vardenis8275          Pavardenis8275        10        1         9         9         6          
Vardenis8276          Pavardenis8276        5         9         3         3         7          
Vardenis8277          Pavardenis8277        6         1         1         9         9          
Vardenis8278          Pavardenis8278        3         3         4         9         9          
Vardenis8279          Pavardenis8279        7         6         2         9         8          
Vardenis8280          Pavardenis8280        6         1         10        2         4          
Vardenis8281          Pavardenis8281        2         6         4         4         8          
Vardenis8282          Pavardenis8282        9         10        8         4         4          
Vardenis8283          Pavardenis8283        4         1         6         4         2          
Vardenis8284          Pavardenis8284        7         8         4         10        8          
Vardenis8285          Pavardenis8285        8         3         7         2         5          
Vardenis8286          Pavardenis8286        1         2         4         9         7          
Vardenis8287          Pavardenis8287        3         8         2         10        7          
Vardenis8288          Pavardenis8288        2         1         3         4         4          
Vardenis8289          Pavardenis8289        5         1         6         2         7          
Vardenis8290          Pavardenis8290        10        6         10        3         8          
Vardenis8291          Pavardenis8291        7         6         3         5         10         
Vardenis8292          Pavardenis8292        1         8         4         9         8          
Vardenis8293          Pavardenis8293        4         9         4         10        10         
Vardenis8294          Pavardenis8294        8         6         6         9         5          
Vardenis8295          Pavardenis8295        2         7         5         3         2          
Vardenis8296          Pavardenis8296        1         5         10        3         2          
Vardenis8297          Pavardenis8297        4         10        1         2         8          
Vardenis8298          Pavardenis8298        3         10        5         2         3          
Vardenis8299          Pavardenis8299        1         10        8         5         1          
Vardenis8300          Pavardenis8300        3         4         3         1         3          
Vardenis8301          Pavardenis8301        2         8         5         4         10         
Vardenis8302          Pavardenis8302        8         5         9         2         2          
Vardenis8303          Pavardenis8303        7         7         6         6         2          
Vardenis8304          Pavardenis8304        6         4         4         5         8          
Vardenis8305          Pavardenis8305        8         2         2         3         7          
Vardenis8306          Pavardenis8306        8         6         3         5         9          
Vardenis8307          Pavardenis8307        7         6         5         10        5          
Vardenis8308          Pavardenis8308        2         7         10        7         9          
Vardenis8309          Pavardenis8309        4         4         6         3         4          
Vardenis8310          Pavardenis8310        4         2         10        5         2          
Vardenis8311          Pavardenis8311        1         1         8         8         6          
Vardenis8312          Pavardenis8312        7         10        3         9         5          
Vardenis8313          Pavardenis8313        10        4         4         1         3          
Vardenis8314          Pavardenis8314        5         6         6         1         1          
Vardenis8315          Pavardenis8315        2         1         7         10        7          
Vardenis8316          Pavardenis8316        6         3         1         8         4          
Vardenis8317          Pavardenis8317        2         5         8         4         8          
Vardenis8318          Pavardenis8318        7         2         3         2         10         
Vardenis8319          Pavardenis8319        5         8         8         2         2          
Vardenis8320          Pavardenis8320        6         4         1         1         4          
Vardenis8321          Pavardenis8321        1         1         8         2         7          
Vardenis8322          Pavardenis8322        6         6         5         3         10         
Vardenis8323          Pavardenis8323        8         1         1         1         10         
Vardenis8324          Pavardenis8324        6         9         9         6         5          
Vardenis8325          Pavardenis8325        1         6         5         8         4          
Vardenis8326          Pavardenis8326        8         6         7         10        8          
Vardenis8327          Pavardenis8327        8         6         9         8         9          
Vardenis8328          Pavardenis8328        3         1         9         9         4          
Vardenis8329          Pavardenis8329        9         3         7         10        2          
Vardenis8330          Pavardenis8330        9         7         8         2         1          
Vardenis8331          Pavardenis8331        1         5         4         3         4          
Vardenis8332          Pavardenis8332        7         3         9         7         1          
Vardenis8333          Pavardenis8333        10        10        7         7         4          
Vardenis8334          Pavardenis8334        8         5         8         10        6          
Vardenis8335          Pavardenis8335        9         3         7         4         8          
Vardenis8336          Pavardenis8336        6         2         1         9         8          
Vardenis8337          Pavardenis8337        4         1         3         2         7          
Vardenis8338          Pavardenis8338        2         5         1         2         4          
Vardenis8339          Pavardenis8339        10        6         9         7         10         
Vardenis8340          Pavardenis8340        10        6         10        4         2          
Vardenis8341          Pavardenis8341        3         7         2         4         5          
Vardenis8342          Pavardenis8342        4         5         9         5         7          
Vardenis8343          Pavardenis8343        3         4         5         4         4          
Vardenis8344          Pavardenis8344        8         9         2         7         8          
Vardenis8345          Pavardenis8345        8         5         9         4         6          
Vardenis8346          Pavardenis8346        4         10        1         10        9          
Vardenis8347          Pavardenis8347        7         9         4         2         10         
Vardenis8348          Pavardenis8348        1         1         7         3         7          
Vardenis8349          Pavardenis8349        7         8         8         6         4          
Vardenis8350          Pavardenis8350        8         8         2         2         6          
Vardenis8351          Pavardenis8351        1         9         2         7         8          
Vardenis8352          Pavardenis8352        9         1         4         8         9          
Vardenis8353          Pavardenis8353        8         9         8         9         8          
Vardenis8354          Pavardenis8354        5         10        5         6         7          
Vardenis8355          Pavardenis8355        4         6         6         9         2          
Vardenis8356          Pavardenis8356        1         7         9         2         10         
Vardenis8357          Pavardenis8357        10        4         5         1         10         
Vardenis8358          Pavardenis8358        8         4         1         5         8          
Vardenis8359          Pavardenis8359        8         6         9         9         6          
Vardenis8360          Pavardenis8360        10        9         8         5         1          
Vardenis8361          Pavardenis8361        4         10        9         6         10         
Vardenis8362          Pavardenis8362        7         7         3         5         2          
Vardenis8363          Pavardenis8363        9         9         7         6         9          
Vardenis8364          Pavardenis8364        4         1         4         10        7          
Vardenis8365          Pavardenis8365        4         3         4         10        4          
Vardenis8366          Pavardenis8366        2         2         10        2         4          
Vardenis8367          Pavardenis8367        1         3         8         6         4          
Vardenis8368          Pavardenis8368        7         3         5         5         4          
Vardenis8369          Pavardenis8369        7         2         4         5         5          
Vardenis8370          Pavardenis8370        4         9         6         4         10         
Vardenis8371          Pavardenis8371        10        3         9         3         3          
Vardenis8372          Pavardenis8372        2         5         3         5         9          
Vardenis8373          Pavardenis8373        6         1         9         5         7          
Vardenis8374          Pavardenis8374        4         10        9         10        9          
Vardenis8375          Pavardenis8375        3         8         2         9         10         
Vardenis8376          Pavardenis8376        2         4         4         5         5          
Vardenis8377          Pavardenis8377        6         4         4         6         10         
Vardenis8378          Pavardenis8378        10        8         7         8         7          
Vardenis8379          Pavardenis8379        5         2         2         2         3          
Vardenis8380          Pavardenis8380        6         7         1         1         3          
Vardenis8381          Pavardenis8381        7         2         10        5         6          
Vardenis8382          Pavardenis8382        6         2         9         5         3          
Vardenis8383          Pavardenis8383        9         10        4         3         3          
Vardenis8384          Pavardenis8384        1         2         4         2         9          
Vardenis8385          Pavardenis8385        2         1         7         4         4          
Vardenis8386          Pavardenis8386        2         6         6         2         4          
Vardenis8387          Pavardenis8387        7         9         9         6         9          
Vardenis8388          Pavardenis8388        5         2         10        6         8          
Vardenis8389          Pavardenis8389        3         10        7         1         6          
Vardenis8390          Pavardenis8390        8         9         6         10        4          
Vardenis8391          Pavardenis8391        7         8         2         4         2          
Vardenis8392          Pavardenis8392        4         2         1         5         2          
Vardenis8393          Pavardenis8393        5         6         9         1         5          
Vardenis8394          Pavardenis8394        2         4         4         2         9          
Vardenis8395          Pavardenis8395        8         10        2         6         10         
Vardenis8396          Pavardenis8396        9         3         5         4         10         
Vardenis8397          Pavardenis8397        1         4         8         7         7          
Vardenis8398          Pavardenis8398        9         8         2         3         5          
Vardenis8399          Pavardenis8399        4         1         5         10        4          
Vardenis8400          Pavardenis8400        10        6         9         7         1          
Vardenis8401          Pavardenis8401        5         4         1         3         2          
Vardenis8402          Pavardenis8402        8         5         5         9         1          
Vardenis8403          Pavardenis8403        10        10        9         10        6          
Vardenis8404          Pavardenis8404        3         8         7         8         9          
Vardenis8405          Pavardenis8405        4         7         7         5         1          
Vardenis8406          Pavardenis8406        7         2         2         2         5          
Vardenis8407          Pavardenis8407        7         8         5         2         6          
Vardenis8408          Pavardenis8408        1         7         2         4         7          
Vardenis8409          Pavardenis8409        8         2         9         2         7          
Vardenis8410          Pavardenis8410        8         1         5         10        6          
Vardenis8411          Pavardenis8411        4         5         6         10        4          
Vardenis8412          Pavardenis8412        10        1         8         1         9          
Vardenis8413          Pavardenis8413        5         4         1         4         3          
Vardenis8414          Pavardenis8414        9         6         5         7         8          
Vardenis8415          Pavardenis8415        1         3         6         1         1          
Vardenis8416          Pavardenis8416        2         9         4         4         3          
Vardenis8417          Pavardenis8417        4         3         8         9         10         
Vardenis8418          Pavardenis8418        6         4         6         6         6          
Vardenis8419          Pavardenis8419        3         8         2         6         10         
Vardenis8420          Pavardenis8420        7         5         1         1         6          
Vardenis8421          Pavardenis8421        7         6         4         7         2          
Vardenis8422          Pavardenis8422        4         1         1         5         8          
Vardenis8423          Pavardenis8423        8         1         7         10        4          
Vardenis8424          Pavardenis8424        2         1         1         5         9          
Vardenis8425          Pavardenis8425        8         9         5         8         4          
Vardenis8426          Pavardenis8426        2         10        10        9         4          
Vardenis8427          Pavardenis8427        6         3         5         9         4          
Vardenis8428          Pavardenis8428        9         4         10        2         4          
Vardenis8429          Pavardenis8429        2         7         10        1         9          
Vardenis8430          Pavardenis8430        10        7         1         6         2          
Vardenis8431          Pavardenis8431        8         6         9         2         4          
Vardenis8432          Pavardenis8432        5         4         9         6         10         
Vardenis8433          Pavardenis8433        1         3         5         2         1          
Vardenis8434          Pavardenis8434        7         10        3         1         5          
Vardenis8435          Pavardenis8435        5         5         8         4         10         
Vardenis8436          Pavardenis8436        9         8         7         4         7          
Vardenis8437          Pavardenis8437        4         9         8         4         9          
Vardenis8438          Pavardenis8438        7         6         3         8         7          
Vardenis8439          Pavardenis8439        1         8         9         5         10         
Vardenis8440          Pavardenis8440        6         3         3         6         9          
Vardenis8441          Pavardenis8441        1         9         7         7         7          
Vardenis8442          Pavardenis8442        5         1         4         8         7          
Vardenis8443          Pavardenis8443        2         5         6         8         8          
Vardenis8444          Pavardenis8444        8         4         6         9         6          
Vardenis8445          Pavardenis8445        4         5         2         9         2          
Vardenis8446          Pavardenis8446        2         2         10        5         6          
Vardenis8447          Pavardenis8447        2         10        6         3         10         
Vardenis8448          Pavardenis8448        6         8         6         3         2          
Vardenis8449          Pavardenis8449        8         5         7         10        1          
Vardenis8450          Pavardenis8450        8         1         10        3         10         
Vardenis8451          Pavardenis8451        9         3         6         7         4          
Vardenis8452          Pavardenis8452        6         5         7         6         3          
Vardenis8453          Pavardenis8453        10        5         9         1         1          
Vardenis8454          Pavardenis8454        3         5         2         7         7          
Vardenis8455          Pavardenis8455        10        5         10        2         8          
Vardenis8456          Pavardenis8456        3         2         9         3         8          
Vardenis8457          Pavardenis8457        8         7         9         3         5          
Vardenis8458          Pavardenis8458        3         5         8         7         10         
Vardenis8459          Pavardenis8459        2         4         2         3         5          
Vardenis8460          Pavardenis8460        10        1         5         4         5          
Vardenis8461          Pavardenis8461        5         3         6         5         6          
Vardenis8462          Pavardenis8462        9         3         10        4         10         
Vardenis8463          Pavardenis8463        10        7         9         6         3          
Vardenis8464          Pavardenis8464        6         5         3         5         8          
Vardenis8465          Pavardenis8465        10        6         10        5         9          
Vardenis8466          Pavardenis8466        7         2         2         5         10         
Vardenis8467          Pavardenis8467        9         1         8         10        7          
Vardenis8468          Pavardenis8468        6         7         2         5         10         
Vardenis8469          Pavardenis8469        1         3         9         9         4          
Vardenis8470          Pavardenis8470        6         5         8         8         2          
Vardenis8471          Pavardenis8471        10        2         9         4         3          
Vardenis8472          Pavardenis8472        1         6         9         2         2          
Vardenis8473          Pavardenis8473        10        7         3         2         8          
Vardenis8474          Pavardenis8474        8         10        8         2         1          
Vardenis8475          Pavardenis8475        10        6         9         7         4          
Vardenis8476          Pavardenis8476        1         7         9         8         4          
Vardenis8477          Pavardenis8477        1         3         1         4         7          
Vardenis8478          Pavardenis8478        8         3         7         10        3          
Vardenis8479          Pavardenis8479        3         1         7         10        5          
Vardenis8480          Pavardenis8480        3         6         1         3         2          
Vardenis8481          Pavardenis8481        4         2         2         6         3          
Vardenis8482          Pavardenis8482        7         1         10        4         6          
Vardenis8483          Pavardenis8483        10        2         2         10        7          
Vardenis8484          Pavardenis8484        8         2         8         1         1          
Vardenis8485          Pavardenis8485        2         1         1         10        7          
Vardenis8486          Pavardenis8486        1         2         4         5         10         
Vardenis8487          Pavardenis8487        4         4         5         4         6          
Vardenis8488          Pavardenis8488        9         5         6         2         8          
Vardenis8489          Pavardenis8489        6         5         7         5         4          
Vardenis8490          Pavardenis8490        5         2         6         5         4          
Vardenis8491          Pavardenis8491        2         4         10        1         8          
Vardenis8492          Pavardenis8492        6         3         10        1         1          
Vardenis8493          Pavardenis8493        4         7         7         7         8          
Vardenis8494          Pavardenis8494        4         3         7         3         8          
Vardenis8495          Pavardenis8495        4         9         8         4         4          
Vardenis8496          Pavardenis8496        7         6         6         4         8          
Vardenis8497          Pavardenis8497        6         2         1         8         5          
Vardenis8498          Pavardenis8498        5         7         1         8         6          
Vardenis8499          Pavardenis8499        6         4         10        9         4          
Vardenis8500          Pavardenis8500        1         7         10        10        10         
Vardenis8501          Pavardenis8501        3         10        7         1         10         
Vardenis8502          Pavardenis8502        3         7         7         6         2          
Vardenis8503          Pavardenis8503        9         9         3         10        1          
Vardenis8504          Pavardenis8504        3         6         2         9         8          
Vardenis8505          Pavardenis8505        2         9         1         5         7          
Vardenis8506          Pavardenis8506        9         2         3         7         2          
Vardenis8507          Pavardenis8507        3         6         4         8         9          
Vardenis8508          Pavardenis8508        5         1         1         10        5          
Vardenis8509          Pavardenis8509        6         6         6         6         6          
Vardenis8510          Pavardenis8510        6         8         4         1         5          
Vardenis8511          Pavardenis8511        6         8         3         7         9          
Vardenis8512          Pavardenis8512        5         9         2         7         9          
Vardenis8513          Pavardenis8513        10        7         5         7         2          
Vardenis8514          Pavardenis8514        4         2         8         2         4          
Vardenis8515          Pavardenis8515        5         4         6         7         8          
Vardenis8516          Pavardenis8516        10        1         7         7         3          
Vardenis8517          Pavardenis8517        6         1         7         9         7          
Vardenis8518          Pavardenis8518        7         9         4         4         5          
Vardenis8519          Pavardenis8519        2         10        5         5         8          
Vardenis8520          Pavardenis8520        8         3         2         8         10         
Vardenis8521          Pavardenis8521        6         1         6         4         6          
Vardenis8522          Pavardenis8522        7         6         9         9         7          
Vardenis8523          Pavardenis8523        1         6         7         4         3          
Vardenis8524          Pavardenis8524        4         6         6         10        3          
Vardenis8525          Pavardenis8525        1         3         6         2         1          
Vardenis8526          Pavardenis8526        2         5         4         4         10         
Vardenis8527          Pavardenis8527        6         9         3         5         7          
Vardenis8528          Pavardenis8528        5         4         3         4         10         
Vardenis8529          Pavardenis8529        1         1         1         4         8          
Vardenis8530          Pavardenis8530        10        3         4         10        9          
Vardenis8531          Pavardenis8531        6         6         7         2         5          
Vardenis8532          Pavardenis8532        3         2         10        6         2          
Vardenis8533          Pavardenis8533        4         4         5         10        5          
Vardenis8534          Pavardenis8534        8         3         2         10        7          
Vardenis8535          Pavardenis8535        4         5         1         9         4          
Vardenis8536          Pavardenis8536        3         1         2         10        3          
Vardenis8537          Pavardenis8537        6         10        4         9         9          
Vardenis8538          Pavardenis8538        3         1         6         2         9          
Vardenis8539          Pavardenis8539        10        4         7         10        10         
Vardenis8540          Pavardenis8540        6         10        7         2         7          
Vardenis8541          Pavardenis8541        7         3         9         6         8          
Vardenis8542          Pavardenis8542        8         6         7         5         4          
Vardenis8543          Pavardenis8543        10        7         8         2         9          
Vardenis8544          Pavardenis8544        5         3         10        3         6          
Vardenis8545          Pavardenis8545        2         7         8         10        8          
Vardenis8546          Pavardenis8546        6         2         8         2         5          
Vardenis8547          Pavardenis8547        2         8         9         8         9          
Vardenis8548          Pavardenis8548        7         4         3         8         5          
Vardenis8549          Pavardenis8549        5         8         2         8         3          
Vardenis8550          Pavardenis8550        1         5         5         9         1          
Vardenis8551          Pavardenis8551        3         6         4         2         4          
Vardenis8552          Pavardenis8552        8         7         8         9         2          
Vardenis8553          Pavardenis8553        7         6         1         2         3          
Vardenis8554          Pavardenis8554        8         8         3         9         6          
Vardenis8555          Pavardenis8555        2         3         8         6         8          
Vardenis8556          Pavardenis8556        2         8         8         2         8          
Vardenis8557          Pavardenis8557        9         4         3         7         9          
Vardenis8558          Pavardenis8558        2         5         9         8         5          
Vardenis8559          Pavardenis8559        10        9         7         5         9          
Vardenis8560          Pavardenis8560        8         3         8         7         8          
Vardenis8561          Pavardenis8561        1         8         8         8         6          
Vardenis8562          Pavardenis8562        6         4         1         6         5          
Vardenis8563          Pavardenis8563        6         9         3         3         7          
Vardenis8564          Pavardenis8564        7         6         2         8         2          
Vardenis8565          Pavardenis8565        2         8         7         6         10         
Vardenis8566          Pavardenis8566        8         3         2         4         9          
Vardenis8567          Pavardenis8567        6         10        10        2         2          
Vardenis8568          Pavardenis8568        4         10        1         6         9          
Vardenis8569          Pavardenis8569        7         7         1         6         9          
Vardenis8570          Pavardenis8570        10        10        4         8         2          
Vardenis8571          Pavardenis8571        5         9         10        7         7          
Vardenis8572          Pavardenis8572        1         4         3         5         8          
Vardenis8573          Pavardenis8573        9         8         9         2         3          
Vardenis8574          Pavardenis8574        8         3         5         10        8          
Vardenis8575          Pavardenis8575        4         7         1         1         1          
Vardenis8576          Pavardenis8576        2         5         7         4         4          
Vardenis8577          Pavardenis8577        2         4         1         1         5          
